	varis	cons	oc_mean	oc_std	oc_min	oc_max	nvpc_mean	nvpc_std	nvpc_min	nvpc_max	b_nvpc_mean	b_nvpc_std	b_nvpc_min	b_nvpc_max	vic_mean	vic_std	vic_min	vic_max	lin_nnz	nrows_mean	nrows_std	nrows_min	nrows_max	naofc_mean	naofc_std	naofc_min	naofc_max	naofc_root_mean	naofc_root_std	naofc_root_min	naofc_root_max
1500_inst_sort_bids_arbitrary/000011	206	727	943.3653218446602	742.2363024794466	2.65201	3574.42	4.327372764786795	2.189407659172933	0	11	1561.8101788170563	901.5565036133586	0	3146	15.271844660194175	10.844078230914366	1	52	0.021006663906732014	0.2266369993642721	0.13766575345300955	0.09090909090909091	1.0	57.550811622493356	14.460460782220592	2.65201	131.014	220.33859531258304	104.98505597794198	2.65201	495.6828688478459
1500_inst_sort_bids_arbitrary/000012	206	1004	862.9472388349515	752.2536196170934	56.8391	3621.08	2.9203187250996017	1.8181607115129563	0	10	1449.6005976095616	818.2807127539096	0	2932	14.233009708737864	10.895247461114854	1	52	0.014176304490774765	0.3202592087312415	0.2012135471832306	0.1	1.0	55.727169197684795	14.670158909821971	12.37294	92.6512	206.5994476797149	107.1008509472336	27.666734921526245	502.15344663681316
1500_inst_sort_bids_arbitrary/000013	207	477	1061.517447826087	783.3047774000989	25.4808	3269.24	7.1257861635220126	2.857414367946008	0	18	1731.6792452830189	986.0438736941928	0	3399	16.420289855072465	10.787541083769868	1	43	0.03442408774648315	0.1400411885848779	0.06538184755704396	0.05555555555555555	1.0	60.79673194566749	13.762605412131455	13.462333333333333	145.027	241.1964129851672	109.78977519469454	25.4808	504.4546838300693
1500_inst_sort_bids_arbitrary/000014	207	448	1212.8969144444445	1110.317107812949	5.98194	5367.05	7.591517857142857	3.267440818597349	0	19	1794.3191964285713	997.2292569668136	0	3401	16.429951690821255	14.036141681339133	1	68	0.03667399930986887	0.13084386945016171	0.06765406768941186	0.05263157894736842	1.0	69.76059738841951	13.682747719724606	5.98194	115.896	270.23365247805384	133.38721231204661	5.98194	655.689516332508
1500_inst_sort_bids_arbitrary/000015	208	630	927.9696475961539	653.7848646635373	22.6633	2835.03	5.050793650793651	2.2429449905876493	0	14	1594.3825396825396	918.3045315859106	0	3182	15.298076923076923	9.54458625183365	1	39	0.024282661782661783	0.19641734758013826	0.11053234121945646	0.07142857142857142	1.0	56.84889324726532	13.358809562209416	13.77785	89.834625	219.6432847860401	98.5698520560159	19.484822330342148	453.9681198820362
1500_inst_sort_bids_arbitrary/000016	208	809	817.1577317307692	591.3685959105122	23.3495	2809.68	3.043263288009889	1.9774363919748474	0	11	1210.283065512979	688.5046342679276	0	2462	11.836538461538462	7.701697631949238	1	37	0.014631073500047541	0.3066612510154346	0.20587480281828346	0.09090909090909091	1.0	65.09222175774426	15.062853230241547	9.323033333333333	108.723	219.48733440230774	97.9022291008535	16.147967413991562	468.28
1500_inst_sort_bids_arbitrary/000017	208	1219	873.0582086538461	669.0960831103647	33.3844	3122.84	2.118949958982773	1.6682469329164487	0	9	1242.0631665299425	712.4696877348763	0	2583	12.41826923076923	8.582256321039058	1	40	0.010187259418186408	0.39411536972512584	0.25390492754715704	0.1111111111111111	1.0	65.57025767979268	13.129195125466808	22.61375	86.22266666666665	226.7234145647556	106.1917918679654	31.980671946114576	493.7643584140111
1500_inst_sort_bids_arbitrary/000018	209	1054	585.3302354066985	462.4369232738462	12.5779	1869.34	1.9924098671726755	1.6439879474194972	0	9	974.4867172675522	575.8777101524004	0	2100	10.047846889952153	6.42991862428337	1	27	0.0095330615654195	0.4066666666666667	0.2576127533901551	0.1111111111111111	1.0	54.18270103828308	16.524007283381724	4.9760800000000005	125.854	169.4034121706787	83.95695697600718	11.126853141477154	359.754650735645
1500_inst_sort_bids_arbitrary/000019	209	588	718.0720870813398	620.5750132857647	52.7525	2651.63	4.3979591836734695	2.162431888232392	0	11	1280.219387755102	738.6963016443209	0	2586	12.373205741626794	8.62434221353262	1	34	0.021042866907528563	0.22351121423047177	0.13335345727862344	0.09090909090909091	1.0	52.70769609039832	15.13468702118647	13.188125	92.6299	183.85687716814363	99.61113294412971	26.37625	454.7507933214307
1500_inst_sort_bids_arbitrary/000020	209	1139	746.3340483253588	574.5587462592675	45.0536	2403.81	2.260755048287972	1.6934578321886606	0	8	1209.5662862159788	704.9759931505619	0	2575	12.320574162679426	8.106123495869697	1	33	0.010817009800420918	0.3786407766990291	0.24216570347665758	0.125	1.0	56.269716984445914	14.673332196065891	12.6048	107.806	195.04421508240972	93.41475372153029	25.2096	420.49573610600777
1500_inst_sort_bids_arbitrary/000021	210	1009	681.4523608571428	620.2973218744487	6.51191	2650.94	2.3627353815659067	1.687735536280341	0	8	1166.2666005946483	655.2489449405276	0	2384	11.352380952380953	8.378008296252496	1	37	0.011251120864599557	0.3716442953020134	0.23474312578651862	0.125	1.0	54.177944666871014	16.58446457429125	2.1706366666666668	148.645	180.56308621203553	101.06029321421518	3.759652991438616	435.8118514072639
1500_inst_sort_bids_arbitrary/000022	210	1061	671.4180876190476	481.9337147580399	33.2778	1702.12	2.1819038642789823	1.6597034726613964	0	9	1108.33081998115	624.5789531810849	0	2315	11.023809523809524	6.641496686821216	1	23	0.010390018401328487	0.3913606911447084	0.24750008083664676	0.1111111111111111	1.0	56.244371801488136	14.630952465023109	8.779925	86.56615384615384	185.952463537061	88.46128163391023	17.55985	354.9165544548281
1500_inst_sort_bids_arbitrary/000023	210	880	741.1566061904762	565.7972757348742	6.0038	2729.96	2.85	1.9056827775607605	0	12	1198.3579545454545	695.488515786426	0	2508	11.942857142857143	7.951201132733242	1	37	0.013571428571428571	0.32137161084529503	0.20897646804694306	0.08333333333333333	1.0	58.07385098965493	13.669937070372786	6.0038	94.3448	198.07532962525727	89.77392423887797	6.0038	448.8026593841332
1500_inst_sort_bids_arbitrary/000024	211	915	763.960782464455	516.7004680924426	78.7146	2081.9	2.92568306010929	1.911312186903756	0	11	1269.136612021858	752.0717541098493	0	2677	12.687203791469194	7.542058406106944	1	32	0.013865796493408956	0.31303698169592825	0.19840855934363177	0.09090909090909091	1.0	58.089041432661965	12.65086392879336	19.67865	111.619	201.64859589148006	82.03672573375432	39.3573	368.0314019380683
1500_inst_sort_bids_arbitrary/000025	211	494	802.2876601895734	727.0442632871323	25.1196	3415.96	5.7591093117408905	2.7038902212918146	0	20	1426.7631578947369	826.7880019578708	0	2845	13.483412322274882	10.406200519545562	2	48	0.027294356927681947	0.17293497363796134	0.09650312905278466	0.05	1.0	55.32110484201799	12.549526822751597	8.373199999999999	80.1192	199.6274632811242	97.30238696335944	14.502807821935724	493.05135638524854
1500_inst_sort_bids_arbitrary/000026	211	738	1011.0936516587677	1050.4116315588624	28.3733	4948.51	4.176151761517615	2.354907768549642	0	13	1553.5433604336044	880.1781698815566	0	3082	14.606635071090047	13.983723652688656	1	66	0.019792188443211445	0.23231667748215445	0.1509598550866862	0.07692307692307693	1.0	64.15072299981999	14.401737053625688	17.138133333333332	109.628	233.6749793799605	130.24141336923077	28.3733	609.1194740261378
1500_inst_sort_bids_arbitrary/000027	212	503	763.2732669811321	711.1107060553077	18.7579	3673.95	5.153081510934394	2.379867720242596	0	12	1319.751491053678	757.799193324426	0	2592	12.226415094339623	10.160590178466377	1	53	0.024306988259124498	0.19174382716049382	0.10866530433670094	0.08333333333333333	1.0	58.103617824382766	15.030102307374802	15.068533333333333	115.552	197.55355584652617	101.00644459276278	18.7579	509.48519648042014
1500_inst_sort_bids_arbitrary/000028	212	954	856.6555490566038	653.8769512972435	7.7004	2704.26	3.120545073375262	1.9270911473517038	0	11	1410.7788259958072	831.6783574016392	0	2977	14.04245283018868	9.31507923015769	1	38	0.014719552232902179	0.30131004366812225	0.19490614843564605	0.09090909090909091	1.0	56.16008956564304	13.903481844274753	7.7004	83.22077777777777	208.38918679551452	102.44269826382458	7.7004	438.688900307076
1500_inst_sort_bids_arbitrary/000029	212	554	771.6390155660378	742.8373605084012	39.9456	4405.21	4.463898916967509	2.3212899303919685	0	16	1242.0776173285199	704.8024971353839	0	2473	11.665094339622641	9.833018585024007	1	57	0.021056126966827873	0.21795390214314597	0.13200766860237426	0.0625	1.0	62.083019570569725	12.239128438957302	27.2226	85.54785714285715	205.77173119087138	100.32287148878349	39.9456	583.4843184666502
1500_inst_sort_bids_arbitrary/000030	213	481	1144.1117309859155	942.9973874192958	43.4807	4406.14	7.261954261954262	3.2406897937893313	0	18	1827.7068607068607	1023.4200767395888	0	3493	16.399061032863848	12.381338630535604	1	59	0.03409368198100592	0.13741769252791297	0.07108634303897682	0.05555555555555555	1.0	64.79481273087202	13.996538193441628	16.1708	90.32533333333335	256.82739510385295	124.59795985736422	36.159008050553595	590.6017796754165
1500_inst_sort_bids_arbitrary/000031	213	798	866.9348957746479	676.8689666368233	28.9388	2917.84	3.3646616541353382	1.9965099594986209	0	14	1299.498746867168	758.9368442924125	0	2685	12.605633802816902	8.718034127826428	1	37	0.01579653358748985	0.28044692737430166	0.17787274306692427	0.07142857142857142	1.0	64.2730400000884	15.378824602106883	7.2347	95.2865	223.77441778355214	105.27243666224373	14.4694	479.68994111906375
1500_inst_sort_bids_arbitrary/000032	214	1036	900.1549102803739	641.4142652201082	21.1729	3173.98	2.608108108108108	1.7998636265816594	0	10	1298.581081081081	750.4938562054424	0	2702	12.626168224299066	7.961790635980837	1	39	0.01218742106592574	0.346780162842339	0.22503778193523621	0.1	1.0	67.32955465525188	12.343605490080954	21.1729	92.72307692307693	235.11023990102697	100.5763416380292	21.1729	508.24355761427046
1500_inst_sort_bids_arbitrary/000033	214	883	684.6402989719626	487.81077668340487	1.34208	2072.72	2.797281993204983	1.8610196034989424	0	9	1196.1392978482447	686.3933243897798	0	2470	11.542056074766355	6.575356430235115	1	28	0.013071411183200855	0.32793522267206476	0.21393442656019226	0.1111111111111111	1.0	55.5277208270228	15.233877566355911	0.22368	95.0394	186.65117793549027	86.95553723116076	0.5479018656657413	398.895149984907
1500_inst_sort_bids_arbitrary/000034	214	667	893.2265686915888	789.4700924084757	46.6127	3504.72	4.72863568215892	2.2720005665229106	0	14	1562.4572713643179	910.4874676386698	0	3154	14.738317757009346	11.114290127763281	1	49	0.02209642842130337	0.20989220038046924	0.12558724739532148	0.07142857142857142	1.0	57.46997663015151	13.116681490304432	19.099999999999998	107.591	212.77281976733605	104.00684835666812	33.082170424565554	500.6742857142857
1500_inst_sort_bids_arbitrary/000035	215	956	867.1566823255814	695.7162269797933	14.0157	3229.36	3.0868200836820083	1.8010450523752115	0	9	1420.0784518828452	832.473740677381	0	2951	13.725581395348836	9.786699276116927	1	43	0.01435730271480004	0.309386648593697	0.19656574419765552	0.1111111111111111	1.0	59.22840461383717	14.127141496012143	7.00785	93.98316666666666	214.59185268103406	101.26075130748458	9.910596513076294	492.47278308930026
1500_inst_sort_bids_arbitrary/000036	215	794	822.1722320930232	751.0804199851846	12.3425	3972.49	3.6284634760705288	1.9667464781351476	0	10	1414.6360201511336	820.0135481686297	0	2881	13.4	10.902199040800607	1	56	0.016876574307304788	0.2655328011107254	0.16292208191497645	0.1	1.0	56.95071398033246	15.182754453281943	12.3425	113.721	201.75186905183762	106.28931782860167	12.3425	530.8463054423434
1500_inst_sort_bids_arbitrary/000037	215	938	902.2295627906976	750.2366196981493	40.9032	3390.02	2.933901918976546	1.890802859232811	0	13	1349.4115138592751	768.9246057052441	0	2752	12.8	9.42763882590841	1	41	0.013646055437100213	0.3172238372093023	0.20788087415005482	0.07692307692307693	1.0	64.78678983713436	13.59463490193836	27.16293333333333	96.23153846153846	228.0491501399377	114.44088001526892	40.9032	529.4321762776124
1500_inst_sort_bids_arbitrary/000038	216	629	918.5155180555555	810.6444070575561	50.1477	3324.33	4.402225755166931	2.338148351427826	0	13	1381.8807631160573	796.7906565777537	0	2769	12.819444444444445	10.171542229073694	1	39	0.020380674792439497	0.2210184182015168	0.13406851232120817	0.07692307692307693	1.0	67.32923137115336	14.507540215342141	12.536925	94.0418	232.3979513528999	115.60885307808242	25.07385	532.3188255388653
1500_inst_sort_bids_arbitrary/000039	216	1028	615.4752819444444	511.96702391835476	15.3583	2657.65	2.15272373540856	1.6772207657665859	0	8	1020.0739299610894	607.8469692725863	0	2213	10.24537037037037	7.15606601369917	1	37	0.009966313589854446	0.3886127428829643	0.24407553745250188	0.125	1.0	55.28664767654107	15.508209491256153	15.3583	119.042	175.2000460242799	88.15599629817135	15.3583	436.9149686120828
1500_inst_sort_bids_arbitrary/000040	216	460	762.5474092592592	712.921895705074	11.8416	3523.37	5.969565217391304	2.499487491276756	0	14	1381.8326086956522	810.4343843329231	0	2746	12.712962962962964	10.529295500562075	1	53	0.027636876006441224	0.16715222141296432	0.07880384172279277	0.07142857142857142	1.0	56.13712806559289	14.011310437912122	11.8416	89.1168	193.81674344291523	98.77168434256505	11.8416	483.9720901998924
1500_inst_sort_bids_arbitrary/000041	216	505	800.6224296296297	739.4857189912441	2.9805	3682.25	5.015841584158416	2.4792284975589878	0	13	1239.829702970297	739.5119628265671	0	2533	11.726851851851851	9.36219122116564	1	44	0.02322148881554822	0.19621002763521517	0.1187882575935856	0.07692307692307693	1.0	63.25743761431669	13.475088587821293	2.9805	97.7378	212.26864579515845	104.27776151487303	2.9805	561.5378606072336
1500_inst_sort_bids_arbitrary/000042	217	522	500.71014285714284	309.81667509758574	17.9737	1383.09	3.8026819923371646	1.9771614646301114	0	11	940.2988505747127	569.4319750773739	0	1985	9.147465437788018	4.545694496296582	0	22	0.01752388014901919	0.25541561712846345	0.15229727776197527	0.09090909090909091	1.0	52.6834215977083	16.599656089762053	5.991233333333334	112.417	157.18237916994914	66.88628317330497	10.377120533333578	330.8725
1500_inst_sort_bids_arbitrary/000043	217	534	898.9506820276498	657.1372388632664	36.3337	2971.51	6.02808988764045	2.8019621413950695	0	15	1619.9588014981273	947.0950600169471	0	3219	14.834101382488479	9.347714032736675	1	40	0.027779216072075803	0.16526871699285492	0.09097949965783432	0.06666666666666667	1.0	56.72438748580558	13.12106676508243	7.26674	96.85	215.13605215568285	98.57608616367156	16.248924614816822	469.836984498347
1500_inst_sort_bids_arbitrary/000044	217	552	833.951404608295	566.1215630075379	59.8177	2302.75	4.844202898550725	2.478437483179979	0	13	1303.929347826087	766.6156825943322	0	2674	12.32258064516129	7.502289574856067	1	30	0.022323515661524077	0.2030665669409125	0.12430329829612682	0.07692307692307693	1.0	64.64673341747135	12.644991814864396	23.342000000000002	107.035	222.6446341202857	89.77227320490432	40.82853672130969	420.42270643167376
1500_inst_sort_bids_arbitrary/000045	217	1039	719.3726529953917	648.1958769915952	35.7338	2936.92	2.716073147256978	1.8048429760105806	0	11	1352.8556304138594	794.1501464160066	0	2822	13.004608294930875	9.656842563432981	1	43	0.012516466116391603	0.3362863217576187	0.21362959609329343	0.09090909090909091	1.0	51.407489704303444	14.08914915241861	5.955633333333334	99.511	180.61268814989353	94.73743824599424	14.58826276177759	470.2835774732365
1500_inst_sort_bids_arbitrary/000046	217	1028	792.0665188940093	845.4105706568354	51.17	4928.99	2.3929961089494163	1.7281758009000106	0	11	1178.102140077821	684.3141160468099	0	2460	11.336405529953916	10.571284128765077	1	62	0.011027631838476572	0.3646341463414634	0.23112621650329876	0.09090909090909091	1.0	64.99815995763922	16.128551815398467	17.05666666666667	150.046	210.69558603379366	111.97928153225816	29.543013274433154	630.0285143482026
1500_inst_sort_bids_arbitrary/000047	217	972	798.3972695852534	617.2891814718541	54.0961	2913.43	2.6213991769547325	1.7508788133598632	0	9	1204.5802469135801	712.6910235849756	0	2548	11.741935483870968	7.786368783274507	1	38	0.0120801805389619	0.3445839874411303	0.21695883142978575	0.1111111111111111	1.0	64.50830517606724	14.926795690227502	20.619425	134.017	215.70781268672306	95.89818520279927	39.02772349668032	472.6207549649975
1500_inst_sort_bids_arbitrary/000048	217	534	785.1543308755761	623.3424154116823	17.5214	3142.21	5.146067415730337	2.6555216083346314	0	18	1390.6404494382023	797.6843537809706	0	2748	12.663594470046084	8.558741036570764	1	43	0.02371459638585409	0.19177583697234352	0.11850250036563725	0.05555555555555555	1.0	57.51555178484665	13.21102368134032	17.5214	92.119375	202.75209218072496	95.21756755234597	17.5214	479.18253268481374
1500_inst_sort_bids_arbitrary/000049	217	985	957.2685345622119	717.2267505410081	28.654	3008.81	3.0213197969543146	1.8325623704888372	0	10	1440.5725888324873	833.6907016612829	0	2976	13.714285714285714	9.138412444762055	1	36	0.013923132704858593	0.30544354838709675	0.18809100891626926	0.1	1.0	64.99723193831294	13.647937864240584	9.551333333333334	106.622	236.33560168854612	110.79524946326187	16.54339461335954	501.4683333333333
1500_inst_sort_bids_arbitrary/000050	217	1127	1019.6347230414747	930.5403424244143	22.0133	5154.53	2.785270629991127	1.8161588426654907	0	10	1524.22892635315	883.7210972595165	0	3139	14.465437788018432	11.936946765037666	1	65	0.012835348525304732	0.3306785600509716	0.2135470113098465	0.1	1.0	66.50345836639843	12.411167096811758	11.00665	131.073	244.0970477381739	116.29172719414916	15.565753706293826	639.3407604821127
1500_inst_sort_bids_arbitrary/000051	217	762	912.5649142857143	773.2392672960681	24.3778	3381.52	3.767716535433071	2.0722450409050066	0	14	1423.0813648293963	810.9435857594146	0	2871	13.23041474654378	10.238923387837403	1	44	0.01736274901121231	0.2560083594566353	0.15894655534432103	0.07142857142857142	1.0	64.56599903186772	14.656904198264826	12.1889	121.545	228.1952276745283	110.4754229060096	17.23770769040942	509.7833209582996
1500_inst_sort_bids_arbitrary/000052	218	780	908.1784825688073	765.2657731753685	36.3113	3153.67	3.5974358974358975	2.098228016930765	0	11	1361.4102564102564	818.241196473951	0	2806	12.871559633027523	9.526195673402276	1	39	0.016501999529522464	0.26692801140413397	0.17100039969699524	0.09090909090909091	1.0	65.23915913158147	14.212335290706235	19.996066666666668	108.525	228.73740888432198	115.37622814564227	34.63420341820111	504.99135481048916
1500_inst_sort_bids_arbitrary/000053	219	1005	774.9488904109589	636.088402749831	32.3962	2836.43	2.7243781094527364	1.7999149870136928	0	10	1327.2706467661692	770.4021356290185	0	2738	12.502283105022832	9.054561640777528	1	41	0.012440082691565007	0.3349159970781592	0.21357468651126227	0.1	1.0	57.330418134905635	13.897915099021043	7.98274	91.4018	198.84063635404976	99.40590350233589	17.84994928670667	442.9759434336989
1500_inst_sort_bids_arbitrary/000054	219	1218	760.8657585388128	475.4564586658636	5.84592	1841.5	2.0689655172413794	1.606838021623071	0	8	1219.6978653530377	693.6757468398775	0	2520	11.506849315068493	6.155753527841942	1	24	0.00944733112895607	0.403968253968254	0.251130891446626	0.125	1.0	62.05711449228157	13.718474622471076	5.316875	87.35225	209.83926465677703	87.48334507040535	5.84592	383.9792934861032
1500_inst_sort_bids_arbitrary/000055	219	750	855.9167191780822	911.8864730026254	38.1057	3891.69	3.976	2.1516497846368114	0	13	1488.664	847.4662300757624	0	2982	13.616438356164384	12.801910125166245	1	55	0.01815525114155251	0.24413145539906103	0.1503070587674421	0.07692307692307693	1.0	57.68410972123737	17.26717449612292	18.021160000000002	148.399	203.4267427441928	121.20091378794216	38.1057	542.5357179964843
1500_inst_sort_bids_arbitrary/000056	219	826	990.7425484018265	892.990035156257	46.9053	4247.44	4.228813559322034	2.194139366665038	0	14	1690.4176755447943	1010.481549110748	0	3493	15.949771689497718	12.733767772766805	1	59	0.019309650955808375	0.22988834812482106	0.13789552218194148	0.07142857142857142	1.0	57.086579393814795	13.449305981597965	19.479666666666667	89.0202	222.2209360175617	117.52942633464663	39.3453	552.9695880563905
1500_inst_sort_bids_arbitrary/000057	219	581	788.2350662100457	697.1986628516729	35.2852	2817.26	4.827882960413081	2.26319437660094	0	12	1410.4888123924268	801.1875723997003	0	2805	12.808219178082192	9.54226359521408	1	39	0.02204512767311909	0.20427807486631017	0.11492932694782786	0.08333333333333333	1.0	56.95252054239181	13.583945800936693	7.057040000000001	90.36033333333334	199.0159215649976	103.52131026427968	15.780021159935117	469.27500000000003
1500_inst_sort_bids_arbitrary/000058	219	718	894.7240345662101	601.9441269767458	9.20487	2948.29	4.433147632311978	2.186012043882323	0	12	1559.3370473537605	911.5644654464274	0	3183	14.534246575342467	8.270787863551805	1	38	0.020242683252566108	0.2224316682375118	0.12802599712368137	0.08333333333333333	1.0	57.486755694495315	13.20434145001461	4.1545	88.355	217.5733208823544	96.36736814766532	6.508825996940615	478.2757937056159
1500_inst_sort_bids_arbitrary/000059	219	608	878.6238931506849	622.3181844125282	30.4303	2665.72	4.5082236842105265	2.320298964425614	0	15	1361.2055921052631	781.0055564743444	0	2741	12.515981735159817	7.812802379888269	1	33	0.02058549627493391	0.21889821233126597	0.14042299626873048	0.06666666666666667	1.0	66.87206821460371	15.659531071856328	17.618575	145.684	230.4038005564986	100.04014465544317	30.4303	464.0422890342228
1500_inst_sort_bids_arbitrary/000060	220	1243	844.5983022727273	696.7379665736721	39.4076	3450.03	2.4312148028962186	1.7008259965586567	0	11	1492.821399839099	830.5913674040264	0	3022	13.736363636363636	10.012482868924078	1	48	0.011050976376800995	0.3643282594308405	0.227475996103492	0.09090909090909091	1.0	57.373200196588044	12.750177659084516	13.135866666666667	87.0479	208.1114271481563	99.89617369758743	22.751988468117098	497.9689373030712
1500_inst_sort_bids_arbitrary/000061	220	502	984.5468781818182	777.3416974606939	40.76	3648.64	6.235059760956175	2.785141266196206	0	15	1591.2091633466136	917.0289362587341	0	3130	14.227272727272727	10.282901613230608	1	46	0.028341180731618978	0.16006389776357827	0.0870265911547842	0.06666666666666667	1.0	65.00417438011928	13.500848395535693	22.227933333333336	102.156	238.67345503431918	112.3048694121355	38.49990988058717	537.9626189050039
1500_inst_sort_bids_arbitrary/000062	221	736	1126.1941592760181	994.766131937555	36.9325	4292.95	4.865489130434782	2.3920740506571425	0	14	1774.764945652174	1031.862502267549	0	3581	16.20361990950226	13.18881018551029	1	54	0.022015787920519378	0.20329516894722144	0.12378396688034393	0.07142857142857142	1.0	65.87668724205335	13.597682103884614	20.498433333333335	147.06	253.33572451235884	123.94962306618349	35.5043280088968	584.1964995156135
1500_inst_sort_bids_arbitrary/000063	221	819	916.0159520361991	659.5751256127426	29.4347	2726.38	3.5653235653235655	2.10054574037378	0	12	1438.0549450549452	819.3379479900037	0	2920	13.212669683257918	8.347292572741198	1	33	0.016132685815943733	0.2691780821917808	0.17249616814176752	0.08333333333333333	1.0	65.1257133068027	13.771889334855851	14.9604	90.643625	233.27415287803908	102.17039793229951	25.912172901553433	474.6018396444955
